Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Chief Executives,Grant and subscriptions awarded,26.03.2018,5100968969,"£7,100.00",Tameside Metropolitan Bouough
Manchester City Council,Chief Executives,Advertising,26.03.2018,5100968682,"£3,000.00",Clicky Media Ltd
Manchester City Council,Chief Executives,Advertising,26.03.2018,5100968426,"£1,980.00",MediaCo Outdoor Limited
Manchester City Council,Chief Executives,Advertising,26.03.2018,5100968259,£550.00,Mcr:Music Limited
Manchester City Council,Chief Executives,Examination Fees,26.03.2018,5100969109,"£6,583.00",Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Examination Fees,26.03.2018,5100969114,"£4,410.00",Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Examination Fees,26.03.2018,5100969119,"£2,710.00",ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,26.03.2018,5100969121,"£2,440.00",ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,26.03.2018,5100969125,"£1,336.80",ROAR Forensics Ltd
Manchester City Council,Chief Executives,Funeral and coroner related services,26.03.2018,5100969155,"£2,055.00",The Pennine Acute Hospital Nhs Trus
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26.03.2018,5100969232,"£127,391.00",Office for Metropolitan Architectur
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26.03.2018,5100968490,"£3,200.00",Edgerton Management Services
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,26.03.2018,5100968493,"£3,200.00",Edgerton Management Services
Manchester City Council,Chief Executives,Building Works,26.03.2018,5100968320,"£270,320.68",Transport for Greater Manchester
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100968721,"£63,524.83",Manchester Working Ltd
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100968723,"£27,045.35",Manchester Working Ltd
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100962572,"£2,611.00",Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100962565,"£1,300.00",Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100965539,"£1,266.00",Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100962573,£903.00,Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100959514,£710.88,Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,26.03.2018,5100962567,£581.00,Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Rents,26.03.2018,1905955761,"£82,640.25",APAM re Britannia Invest SC
Manchester City Council,Regeneration Finance,Rents,26.03.2018,1905955757,"£26,107.00",APAM Limited
Manchester City Council,Regeneration Finance,Rents,26.03.2018,1905975891,"£12,500.00",Asda Stores Ltd (Leeds)
Manchester City Council,Regeneration Finance,Rents,26.03.2018,1905984973,"£7,362.50",Knight Frank LLP
Manchester City Council,Regeneration Finance,Rents,26.03.2018,1700079388,"-£7,362.50",Knight Frank LLP
Manchester City Council,Regeneration Finance,Equipment,26.03.2018,5100969140,"£1,770.00",E Jordon (Refrigeration) Ltd
Manchester City Council,Regeneration Finance,Payments to Sub-Contractors,26.03.2018,5100968672,"£4,560.28",Custodian Monitoring
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100969065,"£11,813.50",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100968088,"£3,763.37",GVA Grimley Ltd
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100950610,"£3,201.30",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100969081,"£2,058.50",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100969069,"£2,049.00",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,26.03.2018,5100968393,"£1,600.00",Marketing Manchester
Manchester City Council,Highways Services,Training - Day Release Fees,26.03.2018,5100969056,£960.00,Ace Safety Academy
Manchester City Council,Highways Services,Training - Day Release Fees,26.03.2018,5100967893,£536.00,Ace Safety Academy
Manchester City Council,Highways Services,Rents,26.03.2018,5100969209,"£333,018.44",Savills (UK) Ltd
Manchester City Council,Highways Services,Rents,26.03.2018,5100967909,"£20,610.75",Urban & Civic Deansgate Ltd
Manchester City Council,Highways Services,Grounds Maintenance Costs,26.03.2018,5100968896,"£1,973.33",A T G Access Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,26.03.2018,5100969086,"£9,215.52",Marshalls Mono Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,26.03.2018,5100968685,£605.00,Broxap Ltd
Manchester City Council,Highways Services,Payments to Sub-Contractors,26.03.2018,5100968687,"£3,392.19",Technology Solutions Ltd
Manchester City Council,Highways Services,Professional fees,26.03.2018,5100968274,"£3,821.00",Met Office
Manchester City Council,Highways Services,Collection Commission,26.03.2018,5100940450,"£8,024.83",Verrus (UK) T/A paybyphone
Manchester City Council,Highways Services,I T Provision,26.03.2018,5100968350,"£4,571.40",Insight Direct (Uk) Ltd
Manchester City Council,Highways Services,I T Provision,26.03.2018,5100968657,"£15,184.00",WSP UK Ltd
Manchester City Council,Highways Services,I T Provision,26.03.2018,5100968656,"£5,256.00",WSP UK Ltd
Manchester City Council,Highways Services,Purchase of stores for re-distribution,26.03.2018,5100968786,"£3,939.60",Instarmac Group Ltd
Manchester City Council,Highways Services,Purchase of stores for re-distribution,26.03.2018,5100968688,"£1,373.76",Colas Limited
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,26.03.2018,5100968745,"£12,330.00",Enventure Research Ltd
Manchester City Council,Manchester Leisure,Taxi Vehicle Materials,27.03.2018,5100966364,"£1,064.38",New Auto Ltd T/A Mogo (Uk)
Manchester City Council,Manchester Leisure,Equipment,27.03.2018,1905984974,"£1,000.00",Instigate Arts
Manchester City Council,Manchester Leisure,Equipment,27.03.2018,1905984974,£500.00,Instigate Arts
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",27.03.2018,5100969219,"£3,000.00",Eden District Council
Manchester City Council,Manchester Leisure,Hire of Equipment,27.03.2018,5100969346,"£1,828.00",The Manchester Light & Stage
Manchester City Council,Manchester Leisure,Grant Payments,27.03.2018,5100969265,"£1,008.00",Open Awards
Manchester City Council,Manchester Leisure,Grant Payments,27.03.2018,5100969268,£609.00,Open Awards
Manchester City Council,Manchester Leisure,Catering,27.03.2018,5100969236,"£2,163.91",Manchester Art Gallery Trust
Manchester City Council,Manchester Leisure,Catering,27.03.2018,5100969250,"-£2,163.91",Manchester Art Gallery Trust
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100967858,"£24,690.00",Belle Vue Manchester
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,1905984981,"£1,800.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969334,"£1,200.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969222,£825.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969289,£718.00,Exova (Uk) Ltd
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969233,£710.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969263,£655.50,Corporate & Sporting Events
Manchester City Council,Manchester Leisure,Professional fees,27.03.2018,5100969220,£523.20,Redacted Personal Information
Manchester City Council,Manchester Leisure,Cash Collection,27.03.2018,5100969353,"£22,725.48",National Car Parks Ltd Season Ticke
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27.03.2018,5100969365,"£36,000.00",Lancashire Cricket Board
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27.03.2018,5100968689,"£9,508.75",Workers Educational Assoc YH
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27.03.2018,5100969234,"£1,000.00",The University Of Liverpool
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27.03.2018,5100969321,"£1,000.00",Ethnic Health Forum
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,27.03.2018,5100969338,"£1,700.00",Zion Arts Centre Ltd
Manchester City Council,Manchester Leisure,Payments for services,27.03.2018,5100969337,"£40,000.00",Greenwich Leisure Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,27.03.2018,5100966518,"£13,691.18",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,27.03.2018,5100966521,"£9,663.83",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,27.03.2018,5100969458,"£2,040.00",Readyplant Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,27.03.2018,1905992382,£582.95,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,27.03.2018,1905992412,£573.88,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Licences Purchase,27.03.2018,5100969333,"£1,470.35",Fretwell Downing Hospitality
Manchester City Council,Environment and Operations,Testing Fees,27.03.2018,5100968512,"£1,740.00",Cass Industries Ltd
Manchester City Council,Environment and Operations,Construction Works,27.03.2018,5100968355,"£936,963.50",Amey Highways Lighting (Manchester)
Manchester City Council,Adult Social Care,Rents,27.03.2018,5100969221,"£12,720.63",MJ Rental Ltd
Manchester City Council,Adult Social Care,Public Transport,27.03.2018,5100968169,"£5,720.00",John Martin Painting Contractors
Manchester City Council,Adult Social Care,Signers/Interpreters Fees,27.03.2018,5100966349,£565.60,Language Line Ltd
Manchester City Council,Adult Social Care,Professional fees,27.03.2018,5100969356,"£3,150.00",Caritas Recruitment
Manchester City Council,Adult Social Care,Professional fees,27.03.2018,5100969344,"£1,525.00",Manchester BME Network
Manchester City Council,Adult Social Care,Professional fees,27.03.2018,1905985290,£500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,27.03.2018,1905991988,£974.40,Redacted Personal Information
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,27.03.2018,1905991987,£814.75,Redacted Personal Information
Manchester City Council,Adult Social Care,Funeral and coroner related services,27.03.2018,5100969136,"£3,254.00",Greater Manchester Funeral Service
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,27.03.2018,5100969226,"£7,233.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Payment of School Budget Share,27.03.2018,5100969384,"£1,080.00",Meade Hill School
Manchester City Council,Adult Social Care,Payment of School Budget Share,27.03.2018,5100969389,£828.00,Meade Hill School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,27.03.2018,5100967938,"£344,697.73",Refugee Action
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,27.03.2018,5100968282,"£122,740.44",Bolton Mbc
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,27.03.2018,5100968114,"£18,907.68",Tameside Metropolitan Bouough
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.03.2018,5100969205,"£18,099.50",DISC Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,27.03.2018,5100969262,"£8,158.00",Greater Manchester Immigration Aid
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969212,"£5,333.28",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969261,"£4,433.00",Cumberland & Westmorland
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969298,"£4,433.00",Cumberland & Westmorland
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969216,"£2,334.30",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969369,"£2,025.00",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969213,"£1,637.26",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969215,"£1,488.48",The Together Trust
Manchester City Council,Adult Social Care,Payments for services,27.03.2018,5100969260,"£1,332.00",Cygnet (NW) Ltd
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969376,£945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969376,£945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969376,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969277,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969278,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969279,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969280,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969281,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969282,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969283,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969284,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969285,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969286,£513.00,First Bus
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,27.03.2018,5100969287,£513.00,First Bus
Manchester City Council,Corporate Services,Equipment,27.03.2018,5100969223,"£2,713.04",National Car Parks Ltd Season Ticke
Manchester City Council,Corporate Services,Printing,27.03.2018,5100969237,"£2,506.00",Mail Solutions
Manchester City Council,Corporate Services,Grant and subscriptions awarded,27.03.2018,5100969243,£810.00,BCIS
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,27.03.2018,5100967754,£808.00,Airborne Environmental Consultants
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,27.03.2018,5100967754,£735.20,Airborne Environmental Consultants
Manchester City Council,Housing General Fund,Building Works,27.03.2018,5100969380,"£21,239.87",Wythenshawe Community Housing Group
Manchester City Council,Housing Revenue Account,Rent Refund,27.03.2018,1905978786,"£2,035.83",Redacted Personal Information
Manchester City Council,Housing Revenue Account,Professional fees,27.03.2018,5100969342,"£81,175.00",Avro Hallows TMO Ltd
Manchester City Council,Housing Revenue Account,West Gorton Management Fee,27.03.2018,5100969299,"£15,749.00",The Guinness Partnership Ltd
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,27.03.2018,5100969358,"£1,224,066.69",Renaissance Miles Platting Ltd
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,27.03.2018,5100969343,"£619,267.19",S4B Limited
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,27.03.2018,5100969255,"£33,947.63",Manchester Energy Company Limited
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969256,"£9,965.76",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969257,"£9,143.03",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969251,"£8,491.23",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969254,"£8,245.92",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969252,"£7,573.34",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969240,"£7,290.06",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969229,"£5,985.40",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969238,"£4,928.62",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969227,"£2,960.23",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969235,"£2,895.55",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969228,"£2,562.86",IG Doors Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,27.03.2018,5100969230,"£1,363.78",IG Doors Ltd
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100968491,"£11,795.90",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100968495,"£9,371.35",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100968482,"£3,150.00",Caritas Recruitment
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100968494,"£1,369.05",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100969348,"-£1,369.05",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100969347,"-£3,150.00",Caritas Recruitment
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100969349,"-£9,371.35",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,27.03.2018,5100969350,"-£11,795.90",Eden Brown Synergy
Manchester City Council,Chief Executives,Printing,27.03.2018,5100969481,"£3,289.00",Astra Signs
Manchester City Council,Chief Executives,Printing,27.03.2018,5100969319,"£1,250.00",Document Output Solutions UK Ltd
Manchester City Council,Chief Executives,Professional fees,27.03.2018,1905977317,"£90,450.00",GMCA
Manchester City Council,Chief Executives,Professional fees,27.03.2018,5100969270,"£25,731.68",Icom Works Limited
Manchester City Council,Chief Executives,Professional fees,27.03.2018,1905985289,"£5,683.32",St.Johns Building Barrister Chamber
Manchester City Council,Chief Executives,Professional fees,27.03.2018,5100969225,"£3,154.16",Kenyon International
Manchester City Council,Chief Executives,Professional fees,27.03.2018,1905991963,£688.11,Avr Transcription Ltd
Manchester City Council,Chief Executives,Professional fees,27.03.2018,5100969076,£687.00,The Association Of Electoral
Manchester City Council,Chief Executives,Landline Telephone Charges,27.03.2018,1905984354,£968.10,Bt Featurenet Billing
Manchester City Council,Chief Executives,Landline Telephone Charges,27.03.2018,1905984282,£578.19,Daisy Communications Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969300,"£1,695.00",TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969303,"£1,184.98",TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969304,"£1,184.98",TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969305,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969306,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969307,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969309,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969310,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969315,£877.50,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969314,£710.10,TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,1905984557,£538.00,graduate-jobs.com Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969308,"-£1,184.98",TES Global Ltd
Manchester City Council,Chief Executives,Advertising,27.03.2018,5100969301,"-£1,695.00",TES Global Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,27.03.2018,5100968767,"£80,800.00",Building Design Partnership Limited
Manchester City Council,Chief Executives,Compensation Payments,27.03.2018,1905985295,"£1,273.95",Redacted Personal Information
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100968185,"£15,785.25",McCosker Ltd
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100969293,"£4,493.00",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100969294,"£4,034.50",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100969296,"£2,711.00",Addleshaw Goddard Solicitors
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100968642,"£2,338.13",GVA Grimley Ltd
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100968645,"£2,338.13",GVA Grimley Ltd
Manchester City Council,Regeneration Finance,Professional fees,27.03.2018,5100969295,"£2,192.50",Addleshaw Goddard Solicitors
Manchester City Council,Highways Services,Rents,27.03.2018,5100969323,"£399,622.13",Savills (UK) Ltd
Manchester City Council,Highways Services,Rents,27.03.2018,5100969210,"-£333,018.44",Savills (UK) Ltd
Manchester City Council,Highways Services,Rents,27.03.2018,5100969325,"-£399,622.13",Savills (UK) Ltd
Manchester City Council,Highways Services,Grounds Maintenance Costs,27.03.2018,5100969326,£900.00,Ramora Ltd
Manchester City Council,Highways Services,Grounds Maintenance Costs,27.03.2018,5100969327,£900.00,Ramora Ltd
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969372,"£2,104.06",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969373,"£1,406.85",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969391,"£1,162.73",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969352,"£1,014.68",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969472,£800.63,Wolseley Util Ltd T/A Burdens
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969361,£752.11,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969374,£717.95,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969393,£638.98,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,27.03.2018,5100969359,£607.55,TARMAC
Manchester City Council,Highways Services,Hire of Machinery,27.03.2018,5100969355,"£8,347.50",Utilities Design & Planning Ltd
Manchester City Council,Highways Services,Hire of Machinery,27.03.2018,5100969357,"£7,240.00",Utilities Design & Planning Ltd
Manchester City Council,Highways Services,Compensation Payments,27.03.2018,1905985298,"£2,037.00",Express Solicitors
Manchester City Council,Highways Services,Compensation Payments,27.03.2018,1905985741,£597.70,Redacted Personal Information
Manchester City Council,Highways Services,Cash Collection,27.03.2018,5100969366,"£5,542.47",NSL Ltd
Manchester City Council,Highways Services,Purchase of stores for re-distribution,27.03.2018,5100969201,£522.48,P.F. Cusack (Tools Supplies) Ltd
Manchester City Council,Highways Services,Compensation Payments,27.03.2018,1905985294,£665.00,Department For Work & Pensions
Manchester City Council,Highways Services,Compensation Payments,27.03.2018,1905985768,£678.00,Department For Work & Pensions
Manchester City Council,Highways Services,Compensation Payments,27.03.2018,1905985287,"£1,080.00",Express Solicitors
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,28.03.2018,5100968762,£650.00,T/A Dyno-Drain Serv
Manchester City Council,Manchester Leisure,Refuse Collection,28.03.2018,5100969402,"£1,125,133.63",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Refuse Collection,28.03.2018,5100969403,"£140,378.42",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969417,"£8,270.74",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969418,"£8,270.74",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969422,"£8,270.74",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969409,"£5,532.05",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969412,"£5,532.05",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969421,"£5,532.05",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Vehicle Costs,28.03.2018,5100969416,"£2,738.69",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Equipment,28.03.2018,5100969404,"£4,400.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Equipment,28.03.2018,1905992853,£609.16,WWW PROJECTORSHOP24 CO UK
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,28.03.2018,1905992814,£730.18,Screwfix Direct T/A Trade UK
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,28.03.2018,5100969425,"£1,149.20",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,28.03.2018,5100969424,£743.60,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,28.03.2018,5100969423,£676.00,Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Catering,28.03.2018,5100969581,£933.33,Manchester Art Gallery Trust
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100969781,"£27,760.00",Community Security (North West)
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100969444,"£6,500.00",Building Research Establishment
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,1905992206,"£4,800.00",Sara Hilton Associates Ltd
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100968953,"£2,508.95",Carol Bartram Associates Ltd
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100969578,"£1,538.14",BHE Services (Bolton) Ltd
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100967839,"£1,384.92",Footfall
Manchester City Council,Manchester Leisure,Professional fees,28.03.2018,5100969565,"-£2,508.95",Carol Bartram Associates Ltd
Manchester City Council,Manchester Leisure,Cash Collection,28.03.2018,1700079245,-£938.06,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,28.03.2018,5100969505,"£2,844.00",Friends of Swinton Grove Park
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,28.03.2018,5100969506,"£1,000.00",Friends of Swinton Grove Park
Manchester City Council,Manchester Leisure,Books - Adult Fiction,28.03.2018,1905992862,£847.81,Amazon Co.Uk
Manchester City Council,Hospitality + Trading Services,Catering Provisions,28.03.2018,1905993106,£897.36,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,28.03.2018,1905993085,£871.19,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,28.03.2018,1905993079,£549.77,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,28.03.2018,1905993073,£506.27,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Courier Costs,28.03.2018,5100969746,"£3,332.00",Scalamander Business Services Ltd
Manchester City Council,Hospitality + Trading Services,Cash Collection,28.03.2018,1905984343,£515.61,G4S Cash Solutions (Uk) Ltd
Manchester City Council,Environment and Operations,"Clothes, Uniform and Laundry",28.03.2018,5100969903,£783.78,Arco Group Ltd
Manchester City Council,Environment and Operations,"Clothes, Uniform and Laundry",28.03.2018,5100969905,£502.44,Arco Group Ltd
Manchester City Council,Environment and Operations,Construction Works,28.03.2018,5100969340,"£21,727.57",Kiely Bros Ltd
Manchester City Council,Environment and Operations,Construction Works,28.03.2018,5100969339,"£11,471.29",Kiely Bros Ltd
Manchester City Council,Adult Social Care,Training and Development,28.03.2018,5100969608,£500.00,Griffin Care Limited
